Date,TGMV
2024-12-09,132702474.3
2024-12-10,132010930.4
2024-12-11,137348870.1
2024-12-12,129070966.8
2024-12-13,128112516.9
2024-12-14,126709864.6
2024-12-15,136930277.1
2024-12-16,161162975.7
2024-12-17,158367833.9
2024-12-18,153251783.6
2024-12-19,151594558.0
2024-12-20,128859152.9
2024-12-21,102632677.1
2024-12-22,94472947.09
2024-12-23,79007761.67
2024-12-24,60718198.1
2024-12-25,60779689.82
2024-12-26,83858487.4
2024-12-27,80325439.98
2024-12-28,70871193.07
2024-12-29,63407523.74
2024-12-30,59801583.91
2024-12-31,47822257.21
2025-01-01,40954915.66
2025-01-02,73627454.64
2025-01-03,73813629.65
2025-01-04,66517382.04
2025-01-05,61581227.81
2025-01-06,70086576.2
2025-01-07,68991986.68
2025-01-08,70459022.04
2025-01-09,67494512.06
2025-01-10,66000233.1
2025-01-11,64285156.63
2025-01-12,65404173.87
2025-01-13,72905799.41
2025-01-14,73903888.54
2025-01-15,80438106.75
2025-01-16,76530131.45
2025-01-17,68099857.04
2025-01-18,60645702.81
2025-01-19,62583625.86
2025-01-20,66966690.83
2025-01-21,67671194.39
2025-01-22,66456658.05
2025-01-23,64739716.39
2025-01-24,60632776.11
2025-01-25,56217979.64
2025-01-26,57529526.2
2025-01-27,62679312.0
2025-01-28,64476775.39
2025-01-29,65276716.06
2025-01-30,63282372.99
2025-01-31,58773200.58
2025-02-01,58988066.76
2025-02-02,58451014.66
2025-02-03,65212580.46
2025-02-04,66612220.07
2025-02-05,69490419.25
2025-02-06,71255132.21
2025-02-07,69374536.9
2025-02-08,66876092.53
2025-02-09,70548309.05
2025-02-10,87260993.79
2025-02-11,89690508.31
2025-02-12,87984527.9
2025-02-13,74048491.36
2025-02-14,58300813.51
2025-02-15,56599920.87
2025-02-16,61728553.25
2025-02-17,67061926.24
2025-02-18,65305648.02
2025-02-19,64075999.97
2025-02-20,60733798.08
2025-02-21,56033271.96
2025-02-22,51540875.79
2025-02-23,54109645.04
2025-02-24,59150080.83
2025-02-25,58211704.83
2025-02-26,58930583.81
2025-02-27,58926221.61
2025-02-28,56436984.25
2025-03-01,55120181.18
2025-03-02,58559343.92
2025-03-03,63916384.32
2025-03-04,62750948.0
2025-03-05,61014953.56
2025-03-06,62723536.25
2025-03-07,59561190.71
2025-03-08,54241532.22
2025-03-09,57654658.61
2025-03-10,65229363.48
2025-03-11,64391260.26
2025-03-12,64300147.2
2025-03-13,62183600.57
2025-03-14,59371366.39
2025-03-15,56762709.52
2025-03-16,58239228.68
2025-03-17,65496932.65
2025-03-18,63364002.95
2025-03-19,61047469.98
2025-03-20,58134533.07
2025-03-21,52956240.14
2025-03-22,51520769.19
2025-03-23,55632747.65
2025-03-24,62621800.23
2025-03-25,61668643.83
2025-03-26,62187072.41
2025-03-27,59907365.98
2025-03-28,57917867.13
2025-03-29,55705875.54
2025-03-30,56832260.02
2025-03-31,64327577.33
2025-04-01,68522453.48
2025-04-02,69680058.14
2025-04-03,64297279.91
2025-04-04,62413713.52
2025-04-05,58632832.87
2025-04-06,61585926.18
2025-04-07,68966363.4
2025-04-08,68090430.83
2025-04-09,64871356.03
2025-04-10,64687111.1
2025-04-11,60207485.3
2025-04-12,57285645.19
2025-04-13,58188712.5
2025-04-14,68560649.29
2025-04-15,70957081.6
2025-04-16,66878345.96
2025-04-17,61251833.74
2025-04-18,54725602.91
2025-04-19,48760126.97
2025-04-20,49983728.64
2025-04-21,62724106.3
2025-04-22,68901844.6
2025-04-23,68228633.81
2025-04-24,66719445.37
2025-04-25,61954464.85
2025-04-26,55506887.43
2025-04-27,58760572.46
2025-04-28,68185666.45
2025-04-29,67575128.46
2025-04-30,63042932.8
2025-05-01,69434309.81
2025-05-02,67726003.72
2025-05-03,61286332.03
2025-05-04,65669965.52
2025-05-05,82204115.39
2025-05-06,86996233.9
2025-05-07,89586899.61
2025-05-08,87062797.58
2025-05-09,78344269.33
2025-05-10,61885386.18
2025-05-11,63072866.74
2025-05-12,72260348.39
2025-05-13,74821128.36
2025-05-14,75493339.07
2025-05-15,76920782.24
2025-05-16,72710226.22
2025-05-17,64359628.95
2025-05-18,66338989.97
2025-05-19,79070611.12
2025-05-20,78789346.08
2025-05-21,77147603.95
2025-05-22,73920529.22
2025-05-23,68726555.64
2025-05-24,62514717.27
2025-05-25,76253447.2
2025-05-26,148125842.4
2025-05-27,144065013.7
2025-05-28,146470105.4
2025-05-29,130179876.8
2025-05-30,119559540.6
2025-05-31,104894875.4
2025-06-01,110099994.5
2025-06-02,118167335.6
2025-06-03,130406939.5
2025-06-04,99626304.92
2025-06-05,74842804.12
2025-06-06,70257692.12
2025-06-07,66016254.7
2025-06-08,67841511.11
2025-06-09,84149745.36
2025-06-10,89926952.42
2025-06-11,96255646.03
2025-06-12,96353966.93
2025-06-13,95387991.11
2025-06-14,79732517.72
2025-06-15,73964737.02
2025-06-16,80482630.79
2025-06-17,80768639.48
2025-06-18,76608187.58
2025-06-19,72967151.66
2025-06-20,70941026.14
2025-06-21,65214870.18
2025-06-22,70823292.95
2025-06-23,79443318.98
2025-06-24,77820586.67
2025-06-25,75885488.3
2025-06-26,73847346.23
2025-06-27,69462943.45
2025-06-28,65202747.06
2025-06-29,68113512.78
2025-06-30,80811120.24
2025-07-01,86334389.0
2025-07-02,83498858.09
2025-07-03,79967369.64
2025-07-04,72978585.23
2025-07-05,65824921.74
2025-07-06,73035685.14
2025-07-07,88701372.03
2025-07-08,84859214.71
2025-07-09,79294068.26
2025-07-10,75582791.41
2025-07-11,73151327.71
2025-07-12,67665840.42
2025-07-13,69447740.12
2025-07-14,86188965.13
2025-07-15,99915486.11
2025-07-16,100817088.4
2025-07-17,90299794.74
2025-07-18,82787894.09
2025-07-19,72789540.18
2025-07-20,77059572.05
2025-07-21,90930313.24
2025-07-22,82771924.53
2025-07-23,78063894.55
2025-07-24,72604591.15
2025-07-25,66197723.47
2025-07-26,61026799.54
2025-07-27,63652323.39
2025-07-28,77745306.42
2025-07-29,79042953.72
2025-07-30,80622364.56
2025-07-31,83248200.6
2025-08-01,79256914.1
2025-08-02,70839875.44
2025-08-03,71489530.16
2025-08-04,81854806.42
2025-08-05,82396397.43
2025-08-06,84614234.19
2025-08-07,81954979.63
2025-08-08,81676718.36
2025-08-09,72842267.15
2025-08-10,74268698.02
2025-08-11,87800993.68
2025-08-12,87657798.59
2025-08-13,88948135.71
2025-08-14,89998751.81
2025-08-15,89086309.43
2025-08-16,81919017.92
2025-08-17,83265209.55
2025-08-18,92924860.44
2025-08-19,92390473.82
2025-08-20,90794384.33
2025-08-21,89178299.38
2025-08-22,83522023.98
2025-08-23,78059025.33
2025-08-24,84931709.68
2025-08-25,96608147.38
2025-08-26,97180769.75
2025-08-27,96372874.7
2025-08-28,93413290.06
2025-08-29,88033514.26
2025-08-30,82741939.69
2025-08-31,79429153.95
2025-09-01,83815009.16
2025-09-02,82608186.14
2025-09-03,79561752.59
