Date,TGMV
26/11/2024,79682051.62
27/11/2024,82701003.92
28/11/2024,86723316.88
29/11/2024,117677518.70
30/11/2024,109537644.77
01/12/2024,110727711.20
02/12/2024,136568875.26
03/12/2024,116406430.63
04/12/2024,99593572.56
05/12/2024,98228105.69
06/12/2024,104489729.31
07/12/2024,104685157.24
08/12/2024,110119274.28
09/12/2024,132694229.19
10/12/2024,132002193.58
11/12/2024,137341936.88
12/12/2024,129065106.19
13/12/2024,128110889.08
14/12/2024,126704177.20
15/12/2024,136926302.77
16/12/2024,161152237.82
17/12/2024,158360430.65
18/12/2024,153240692.42
19/12/2024,151590206.40
20/12/2024,128856012.22
21/12/2024,102631789.10
22/12/2024,94466536.24
23/12/2024,79005050.01
24/12/2024,60715506.38
25/12/2024,60773191.11
26/12/2024,83856207.42
27/12/2024,80323010.59
28/12/2024,70868583.54
29/12/2024,63407108.54
30/12/2024,59799604.73
31/12/2024,47819664.82
01/01/2025,40950926.66
02/01/2025,73624576.53
03/01/2025,73805767.07
04/01/2025,66514161.95
05/01/2025,61578741.44
06/01/2025,70083512.50
07/01/2025,68989582.78
08/01/2025,70457317.35
09/01/2025,67488051.71
10/01/2025,65999083.90
11/01/2025,64281049.04
12/01/2025,65401705.44
13/01/2025,72902630.66
14/01/2025,73900208.44
15/01/2025,80432753.75
16/01/2025,76528988.40
17/01/2025,68095568.92
18/01/2025,60643982.12
19/01/2025,62580632.17
20/01/2025,66964959.15
21/01/2025,67668016.33
22/01/2025,66449654.94
23/01/2025,64737604.44
24/01/2025,60629117.65
25/01/2025,56213495.98
26/01/2025,57527394.04
27/01/2025,62677948.03
28/01/2025,64472130.83
29/01/2025,65275654.88
30/01/2025,63278700.04
31/01/2025,58770829.40
01/02/2025,58985041.79
02/02/2025,58444608.90
03/02/2025,65200116.70
04/02/2025,66604762.75
05/02/2025,69475624.13
06/02/2025,71246141.97
07/02/2025,69362943.37
08/02/2025,66872043.53
09/02/2025,70542397.23
10/02/2025,87252988.61
11/02/2025,89673412.28
12/02/2025,87978101.42
13/02/2025,74043495.99
14/02/2025,58297057.67
15/02/2025,56594249.78
16/02/2025,61724489.98
17/02/2025,67055678.24
18/02/2025,65301582.56
19/02/2025,64061261.69
20/02/2025,60726738.93
21/02/2025,56032679.98
22/02/2025,51534447.29
23/02/2025,54102429.65
24/02/2025,59144529.25
25/02/2025,58208194.54
26/02/2025,58925666.84
27/02/2025,58925566.52
28/02/2025,56426517.13
01/03/2025,55107212.53
02/03/2025,58556847.89
03/03/2025,63913556.54
04/03/2025,62739934.59
05/03/2025,61012868.38
06/03/2025,62713129.25
07/03/2025,59555493.51
08/03/2025,54234489.39
09/03/2025,57647171.22
10/03/2025,65225704.13
11/03/2025,64386285.70
12/03/2025,64296060.50
13/03/2025,62178128.55
14/03/2025,59365286.69
15/03/2025,56760497.06
16/03/2025,58236541.64
17/03/2025,65492480.98
18/03/2025,63356414.70
19/03/2025,61043443.47
20/03/2025,58131708.55
21/03/2025,52950429.25
22/03/2025,51518987.51
23/03/2025,55629124.76
24/03/2025,62619970.92
25/03/2025,61665432.33
26/03/2025,62182385.12
27/03/2025,59904820.28
28/03/2025,57916929.30
29/03/2025,55704747.64
30/03/2025,56827180.16
31/03/2025,64323804.01
01/04/2025,68516583.52
02/04/2025,69673639.97
03/04/2025,64296707.94
04/04/2025,62412474.55
05/04/2025,58631352.87
06/04/2025,61584903.39
07/04/2025,68958980.63
08/04/2025,68088112.76
09/04/2025,64865688.91
10/04/2025,64683529.54
11/04/2025,60201305.92
12/04/2025,57284292.21
13/04/2025,58181689.17
14/04/2025,68556709.32
15/04/2025,70953990.17
16/04/2025,66872997.47
17/04/2025,61246154.56
18/04/2025,54723707.91
19/04/2025,48757981.98
20/04/2025,49983432.65
21/04/2025,62719120.92
22/04/2025,68897855.60
23/04/2025,68226032.04
24/04/2025,66711122.11
25/04/2025,61950840.90
26/04/2025,55506282.98
27/04/2025,58753771.28
28/04/2025,68183656.52
29/04/2025,67574778.46
30/04/2025,63041116.80
01/05/2025,69429522.35
02/05/2025,67724636.57
03/05/2025,61285989.26
04/05/2025,65669669.53
05/05/2025,82201236.62
06/05/2025,86992220.15
07/05/2025,89585451.41
08/05/2025,87056744.58
09/05/2025,78340499.91
10/05/2025,61882694.06
11/05/2025,63071900.94
12/05/2025,72256193.47
13/05/2025,74818233.97
14/05/2025,75485740.17
15/05/2025,76917394.89
16/05/2025,72707122.93
17/05/2025,64358075.13
18/05/2025,66331796.10
19/05/2025,79063615.14
20/05/2025,78780508.56
21/05/2025,77144098.46
22/05/2025,73916484.99
23/05/2025,68717103.64
24/05/2025,62504787.12
25/05/2025,76249376.90
26/05/2025,148122360.60
27/05/2025,144060935.60
28/05/2025,146468477.57
29/05/2025,130176530.39
30/05/2025,119556526.48
31/05/2025,104893155.65
01/06/2025,110097768.07
02/06/2025,118158261.67
03/06/2025,130405821.46
04/06/2025,99623910.17
05/06/2025,74840157.91
06/06/2025,70253487.93
07/06/2025,66012941.83
08/06/2025,67837386.06
09/06/2025,84145553.93
10/06/2025,89920338.01
11/06/2025,96246464.17
12/06/2025,96339162.87
13/06/2025,95382129.59
14/06/2025,79727250.45
15/06/2025,73958791.49
16/06/2025,80471401.34
17/06/2025,80758180.81
18/06/2025,76601693.73
19/06/2025,72962628.24
20/06/2025,70931000.38
21/06/2025,65213666.67
22/06/2025,70825361.44
23/06/2025,79436587.67
24/06/2025,77817836.42
25/06/2025,75876411.84
26/06/2025,73843761.90
27/06/2025,69458477.97
28/06/2025,65199103.06
29/06/2025,68110361.49
30/06/2025,80799609.79
01/07/2025,86329386.17
02/07/2025,83493127.92
03/07/2025,79962269.32
04/07/2025,72973421.07
05/07/2025,65819663.73
06/07/2025,73031802.99
07/07/2025,88691721.28
08/07/2025,84848677.33
09/07/2025,79285705.39
10/07/2025,75573396.87
11/07/2025,73144279.82
12/07/2025,67658229.74
13/07/2025,69443050.55
14/07/2025,86176835.70
15/07/2025,99900323.07
16/07/2025,100801734.63
17/07/2025,90289853.07
18/07/2025,82778360.65
19/07/2025,72769473.04
20/07/2025,77027165.27
21/07/2025,90917100.79
22/07/2025,82753974.21
23/07/2025,78043688.46
24/07/2025,72578346.63
25/07/2025,66164287.24
26/07/2025,60995035.22
27/07/2025,63623463.56
28/07/2025,77707961.17
29/07/2025,78993643.35
30/07/2025,80579134.26
31/07/2025,83162324.30
01/08/2025,79192923.55
02/08/2025,70783744.98
03/08/2025,71410956.69
04/08/2025,81765780.07
05/08/2025,82310994.05
06/08/2025,84510916.59
07/08/2025,81808020.44
08/08/2025,81508849.87
09/08/2025,72688679.70
10/08/2025,74108630.52
11/08/2025,87535348.53
12/08/2025,87442208.33
13/08/2025,88733420.39
14/08/2025,89766590.58
15/08/2025,88801241.67
16/08/2025,82233579.25
17/08/2025,83481746.87
18/08/2025,93313291.03
19/08/2025,92624191.47
20/08/2025,91200503.66
21/08/2025,89146536.39
22/08/2025,83509108.41
23/08/2025,78038192.26
24/08/2025,84903036.91
25/08/2025,96518740.02
26/08/2025,97156403.13
27/08/2025,96337402.80
28/08/2025,93397774.93
29/08/2025,87996918.95
30/08/2025,82706844.37
31/08/2025,79373290.89
01/09/2025,83751907.57
02/09/2025,82532054.26
03/09/2025,79388352.10
04/09/2025,75971926.04
05/09/2025,69941989.64
06/09/2025,68639296.24
07/09/2025,72447234.56
08/09/2025,80108813.79
